Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_results_int,Married_int,Gender_int,Voting_Time_int,Financial_agenda_matters_int,Most_Important_Issue_int,Age_group_int,Will_vote_only_large_party_int,Main_transportation_int,Occupation_int,Avg_environmental_importance_isNull,Avg_education_importance_isNull,Yearly_ExpensesK_isNull,Garden_sqr_meter_per_person_in_residancy_area_isNull,Num_of_kids_born_last_10_years_isNull,%Time_invested_in_work_isNull,Weighted_education_rank_isNull,Avg_monthly_expense_on_pets_or_plants_isNull,%_satisfaction_financial_policy_isNull,Political_interest_Total_Score_isNull,Avg_size_per_room_isNull,Avg_government_satisfaction_isNull,Occupation_Satisfaction_isNull,Avg_monthly_expense_when_under_age_21_isNull,Financial_balance_score_(0-1)_isNull,Avg_monthly_household_cost_isNull,Yearly_IncomeK_isNull,%Of_Household_Income_isNull,Number_of_valued_Kneset_members_isNull,AVG_lottary_expanses_isNull,Overall_happiness_score_isNull,Phone_minutes_10_years_isNull,Avg_Residancy_Altitude_isNull,Avg_monthly_income_all_years_isNull,Avg_Satisfaction_with_previous_vote_isNull,Last_school_grades_isNull,Number_of_differnt_parties_voted_for_isNull
Yellows,0.666666666667,-1.42179454549,-1.25553542656,0.237329268837,1.13716962332,0.161669344555,0.819336691873,0.943428517538,0.453571716483,0.100115319571,0.810533773924,0.16588084012,0.707276627398,0.989401192995,1.22881854796,0.453877564821,0.417166248081,0.893128120127,0.345951246131,0.13892272484,0.00203365456412,0.714285714286,0.000804935150205,-0.221086530347,0.454545454545,-2.37246452541,0.0,1,0,1,0,1,1.0,0.5,1.84615793341,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.222222222222,3.6771326079,5.87298114066,0.930400245762,2.08729852418,0.877222769963,0.242887884549,0.465890817688,0.116656291386,0.94106938264,0.972979334212,0.451350192885,0.612092728444,0.444156508649,2.05123088308,0.681077987999,0.628193154454,0.449179728784,0.230683680514,0.618262053877,0.818349174196,1.0,0.000804935150205,0.285354513685,0.636363636364,-0.5912022981,0.0,1,0,0,0,0,0.0,1.0,1.84615793341,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.777777777778,-0.721074158493,-0.501022048552,0.332574591737,0.729518197217,0.973511339199,0.619552347308,0.63692387397,0.95003361937,0.309053241482,0.20051689564,0.912130304329,0.510402920303,0.0709625085406,0.70356364151,0.230982592415,0.339820920525,0.130155043845,0.0587630555236,0.446767584368,0.00729614550943,1.0,-1.60906536526,0.144055483328,0.454545454545,0.022944183566,0.0,0,1,1,0,0,0.0,1.0,0.0335335510733,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oranges,0.222222222222,0.533262077794,0.275682022,0.50307007334,-0.38739366968,0.750921108139,0.34075044851,0.69740712636,0.0810542775982,0.975206218727,0.84119048284,0.176739534219,0.745958589205,-0.647054110684,-0.466520490633,-0.634250389726,0.168499589202,-0.525430384986,0.249685767665,0.105509318362,0.101793073845,0.0,-0.804130215055,-0.551590306966,0.272727272727,-0.0693353980599,0.2,0,1,0,1,1,0.714285714286,0.5,-1.77909083127,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.555555555556,-0.841615572137,-0.786021228422,0.316190016551,-1.01009667902,0.436457899861,0.54086939773,0.856299843193,0.390985465399,0.895635631011,0.924156059499,0.65480782969,0.0461894227341,0.693711471889,-0.858396082776,0.614453414587,0.0988091560478,0.014646893123,0.302988273293,0.491376805134,0.00396461481238,0.714285714286,0.805740085355,0.875719837244,0.454545454545,1.00975670057,0.0,0,1,0,1,0,0.571428571429,1.0,0.0335335510733,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greys,0.0,-0.555833425456,-0.375556893379,0.355034915807,0.459838563576,0.123230851329,0.270755203778,0.878915301923,0.133744027124,0.237017179058,0.762070920228,0.702528932705,0.960342549991,-0.550745687831,0.353971645108,-0.472194945164,0.293008199894,-0.433888976029,0.163341569723,0.891605998376,0.0135013642861,0.142857142857,-0.804130215055,-0.57610724394,0.181818181818,-0.476196547212,0.2,0,1,0,0,0,0.428571428571,1.0,-1.77909083127,0.666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.222222222222,-0.980010272397,-0.834864972212,0.29737873582,-0.479886929892,0.243710549979,0.159314945645,0.992006382098,0.220367232055,0.305860102888,0.171678377109,0.583369052722,0.883432994936,-0.985786831876,-0.605197370211,2.30993009515e-14,0.156978980165,-0.857633835975,0.279193149649,0.899792724806,0.00138287827439,0.571428571429,3.22054553597,-0.931010832639,0.363636363636,-0.325484742359,0.1,0,1,1,0,0,1.0,1.0,0.0335335510733,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Yellows,0.555555555556,1.42335055387,1.97533137844,0.624055227884,1.08159731223,0.344192183742,0.00575245634004,0.370238704102,0.182111127344,0.172824205336,0.60773561069,0.112587512502,0.448464962745,-1.64928816976,0.781186415498,-1.56451523736,0.406155842645,-1.56330052892,0.377692323884,0.186397863875,0.235067774025,0.714285714286,-1.60906536526,-1.89826136714,0.818181818182,-1.72064280357,0.2,1,0,1,0,0,0.571428571429,1.0,1.84615793341,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.555555555556,-1.02986086339,-0.864938711136,0.290602801047,-0.353574104402,0.892862246688,0.0127312286989,0.120799884831,0.533452223431,0.372645780827,0.488478951996,0.598942706101,0.0360667349477,-0.272197432386,-0.378263358125,-0.431601357732,0.172813866484,-0.175694939986,0.215798484463,0.415054276393,0.000778482087818,1.0,-0.804130215055,-0.467703104211,0.363636363636,-0.506120914606,0.0,0,1,1,1,0,1.0,1.0,0.0335335510733,0.666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.333333333333,0.00490858129009,0.300349520813,0.431253696489,0.877910701763,0.341857290579,0.630133269877,0.7201118153,0.6297383225,0.248461920919,0.000243875602875,0.446635233605,0.200660337153,0.0943842604454,0.848253034249,0.265690372334,0.367058847005,0.150575933821,0.0615816218513,0.617431863886,0.0486816783981,1.0,-0.804130215055,0.146257914845,0.363636363636,-0.0447973299376,0.0,0,0,1,1,1,0.0,0.0,0.0335335510733,0.333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whites,0.0,-0.274358690633,-0.493582640978,0.381862327876,-0.911588694786,0.85288506456,0.21634126084,0.511357379459,0.214308372739,0.240296447076,0.54517987889,0.388341191599,0.1243063966,-1.28163488733,-1.060192408,-1.16471267166,0.108602741124,-1.16234135931,0.351931174952,0.235560566653,0.0233959876451,1.0,0.000804935150205,-0.888500382777,0.454545454545,0.350974025171,0.0,0,1,0,0,1,0.0,0.5,0.0335335510733,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Purples,0.888888888889,0.00799331421009,-0.111600208779,0.43167298839,-0.398251734086,0.436830856725,0.607998767758,0.0440060951654,0.607451190784,0.596092691778,0.734259749729,0.52921845978,0.730819629666,-0.469875657983,-0.450344572613,-0.307354144351,0.167126018186,-0.357946763181,0.232504546568,0.711468835149,0.0489355503784,0.428571428571,0.805740085355,-0.100266466326,0.454545454545,0.632292028029,0.0,0,1,0,0,1,0.285714285714,1.0,0.0335335510733,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oranges,0.888888888889,-0.777767648858,-0.64797712971,0.324868536802,-0.075492227751,0.330950384694,0.603983599513,0.0502712915619,0.179289581678,0.0378663700422,0.704864908251,0.506786683812,0.575222356481,-0.572914031807,-0.158675764159,-0.778520198895,0.21035581636,-0.45485244803,0.252647343705,0.405007748965,0.00560366837257,0.0,-1.60906536526,-0.944048159399,0.363636363636,-1.1223580409,0.0,0,1,0,1,1,0.714285714286,1.0,-1.77909083127,0.666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.111111111111,0.23208260786,0.259841328932,0.462132295024,0.140253497988,0.495892433805,0.519277750298,0.666704837769,0.282497389312,0.483345495532,0.568168673921,0.0998714102015,0.266566002464,-0.435732107185,0.0671146421814,-0.313071240225,0.242022125906,-0.3261300814,0.154622760728,0.717831034955,0.0691440952286,0.285714285714,-0.804130215055,-0.287087745506,0.454545454545,0.0427986578639,0.0,0,1,1,1,1,0.857142857143,0.0,-1.77909083127,0.333333333333,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.777777777778,1.40513296546,2.96509191992,0.621579004668,2.50604862729,0.948271449958,0.880251242332,0.52119862454,0.410556669167,0.799049458272,0.99752738842,0.403200457208,0.768588244128,-2.04731187274,2.07690921967,-0.715674239272,0.734864513586,-2.03131614053,0.48033233753,0.435888162779,0.231788981992,0.857142857143,-1.60906536526,-0.542283425696,0.909090909091,1.57151853024,0.1,1,0,0,0,1,0.142857142857,0.5,1.84615793341,0.333333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.222222222222,0.434859855459,0.0247508311036,0.489694764709,-0.79181162352,0.0431407979928,0.469709912568,0.62869658482,0.922161488536,0.435582679683,0.00275281893508,0.485212173168,0.0777253189785,-0.747709911645,-0.866355263996,-0.730628897271,0.121134191359,-0.622434050934,0.293150045993,0.0342456701859,0.0904336579337,0.857142857143,0.000804935150205,-0.535101661176,0.272727272727,0.22474762577,0.0,0,1,1,1,0,0.142857142857,1.0,0.0335335510733,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,1.0,-0.956215560415,-0.783956292392,0.300613028796,0.0847402654562,0.174046707648,0.935243876468,0.424813145408,0.951802111993,0.668985324847,0.603986665894,0.283326189456,0.48306295426,-0.413945707162,0.0175569028224,-0.297995144649,0.233662054578,-0.305903465448,0.157846166729,0.376791931263,0.00173216330935,0.428571428571,0.805740085355,-0.26010736636,0.636363636364,0.0791178210071,0.0,0,1,1,0,1,0.285714285714,1.0,0.0335335510733,0.333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.555555555556,-0.251157682381,-0.0206679960605,0.396447924573,0.701250574365,0.9834593401,0.483835235558,0.0804495930166,0.78552247933,0.432310155335,0.538329593136,0.111730247178,0.783974233767,0.0750383841956,0.677278683794,0.178236733239,0.334751357714,0.133712708633,0.0668422277598,0.972264430983,0.0299097506386,0.857142857143,-1.60906536526,0.0570421132391,0.363636363636,-0.1678128511,0.0,0,1,1,0,0,0.142857142857,1.0,0.0335335510733,0.666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.0,0.185977194502,0.924913988449,0.45586542301,2.02484911347,0.0964030333837,0.518403587268,0.982531816064,0.133911628594,0.042234392838,0.419873930528,0.77496785255,0.958405358165,1.92585951251,2.21348340615,2.06655710472,0.613001353611,1.60442084904,0.260156965534,0.538390095062,0.0647015850341,1.0,0.805740085355,1.69447943038,0.363636363636,0.0882445145527,0.0,0,0,0,1,1,0.0,0.0,0.0335335510733,0.333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.888888888889,-0.0391341074182,-0.231462458328,0.425267200042,-0.672119952672,0.997516127112,0.426346299648,0.67556619577,0.933077853609,0.39679023146,0.849134484375,0.235890841549,0.918541150196,0.0218889601642,-0.637341582559,-0.253079573182,0.134340018398,0.0871872513342,0.243934927347,0.885893115711,0.0451289957836,0.714285714286,1.61067523556,-0.0530665744647,0.636363636364,-0.479353824953,0.0,0,1,0,1,1,0.571428571429,1.0,0.0335335510733,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.777777777778,-0.0953966291318,-0.233960279185,0.417619724462,-0.556953965112,0.459256420804,0.566558407317,0.841423394393,0.448779086175,0.273401433688,0.100618857311,0.812544649236,0.141186577317,-0.621967657379,-0.624092572223,-0.856782302057,0.147691332388,-0.501467881327,0.2838340311,0.53415464651,0.0407863914426,1.0,0.000804935150205,-0.909886024163,0.363636363636,-0.856108587316,0.1,0,1,0,1,1,0.0,0.5,0.0335335510733,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.222222222222,-0.867653918149,-0.549968659817,0.312650757925,1.94592170587,0.400990825122,0.0244036006461,0.221453598136,0.998064210076,0.255786340844,0.605813003016,0.782111730247,0.633199032756,1.58634285482,-1.24396088159e-14,1.68205459918,0.594067039663,1.35325490985,0.228930895301,0.321584964555,0.00337737670038,0.714285714286,-0.804130215055,1.28090313537,0.363636363636,-0.244584129187,0.0,0,0,1,1,1,0.571428571429,0.0,0.0335335510733,0.0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.777777777778,-0.618924116832,-0.37205287375,0.346459322198,0.879637025131,0.224332058741,0.282257213252,0.87121332615,0.811902630179,0.144493160377,0.204140818326,0.987998285469,0.930828918347,0.37219991587,0.891457885553,0.443462909678,0.36738189749,0.388690504605,0.0502632924809,0.319380316875,0.010908560657,0.714285714286,0.805740085355,0.263287122449,0.181818181818,-0.242937575883,0.0,0,0,0,0,1,0.571428571429,0.5,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.555555555556,1.81099855686,3.29125318847,0.676746229747,2.14903358131,0.866970536191,0.542745115122,0.478677028973,0.401782668176,0.470500532863,0.0478874301835,0.379911415917,0.9626278211,-1.21961070263,1.86106114217,-0.655145137451,0.643393947681,-1.09723048008,0.327203129275,0.791963384755,0.310294756381,0.571428571429,0.805740085355,-0.910796592272,0.545454545455,-0.506305129769,0.0,1,0,0,1,0,1.0,0.5,1.84615793341,0.666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.888888888889,0.66992334279,0.059301474994,0.52164573712,-1.01072750781,0.27967224413,0.813868788475,0.184411769386,0.741595654033,0.836497742676,0.0024526585255,0.912987569653,0.615311144868,-0.659226021317,-1.06140132136,-0.97894012831,0.098747930498,-0.53708730131,0.340571268564,0.032889467678,0.118683529619,0.714285714286,0.805740085355,-0.968540994811,0.181818181818,-0.818875586768,0.0,0,1,1,1,1,0.571428571429,0.0,0.0335335510733,0.666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.555555555556,-1.07320417756,-0.874969672183,0.284711366989,0.4251913235,0.993601209025,0.308564254013,0.922383919363,0.607735402889,0.512003028185,0.660864090275,0.149878554079,0.216865719706,0.197105027607,0.432888708337,0.178732946184,0.287245280633,0.239487371427,0.082497618844,0.212219865248,0.0287604104937,0.571428571429,-0.804130215055,0.0514614990637,0.181818181818,-0.315797715669,0.0,0,1,0,0,1,1.0,1.0,0.0335335510733,0.333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Purples,0.888888888889,1.18217895652,0.93044253511,0.591274011453,-0.108603060309,0.710044317771,0.952253953744,0.518996614913,0.949997101689,0.215095210061,0.533951759455,0.149307043863,0.674424837524,-0.383910685696,-0.16190279251,-0.14745152258,0.205692376403,-0.278113566173,0.197288225805,0.316612700785,0.193527265699,0.571428571429,0.805740085355,0.0371450898314,0.590909090909,0.725893529666,0.0,0,1,0,1,0,1.0,0.5,0.0335335510733,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reds,1.0,-0.756100745255,-0.565742094284,0.327813607715,0.483672293283,0.267714838375,0.457109172864,0.0693004563036,0.117261883537,0.165834676147,0.39940655042,0.858122588941,0.408461153992,-0.174068116181,0.433000345651,-0.0843862718602,0.297005722946,-0.0869206107371,0.105035563197,0.688930563787,0.00622416401774,0.285714285714,0.000804935150205,-0.166942415271,0.272727272727,-0.20104893491,0.1,0,1,0,1,1,0.857142857143,0.0,-1.77909083127,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blues,0.888888888889,1.49077711537,-0.433949192058,0.633220174048,-2.31018305485,0.135335293,0.524971909948,0.6003567796,0.978963173864,0.376537096958,0.421297192811,0.130447206744,0.308832525299,1.98231928817,-1.90255901486,1.27985163377,0.01290370571,1.64550872448,0.520805856829,0.482032916892,0.247403510589,0.571428571429,0.805740085355,1.51209982365,0.454545454545,0.597860157758,0.1,1,1,0,1,1,1.0,0.0,1.84615793341,0.333333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.0,1.14451556897,1.37873431538,0.586154620645,0.642023156876,0.261313542829,0.0548371011082,0.900145971734,0.402910402491,0.923042697735,0.399388733829,0.189312758966,0.224800111131,0.0929074977697,0.623601107139,0.263418625306,0.324252954836,0.149290019594,0.0578436870041,0.655649632027,0.187404287766,0.142857142857,1.61067523556,0.21036611093,0.454545454545,0.152555204304,0.1,0,1,0,1,1,0.428571428571,1.0,-1.77909083127,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.444444444444,-0.0169040355221,-0.239306482644,0.428288819528,-0.742263343128,0.733064580717,0.252203611804,0.726837755353,0.2597623139,0.338987662631,0.689358503848,0.222460351479,0.533788972951,0.538324686203,-0.626817338571,0.643007498742,0.126518099041,0.52763961184,0.292251982282,0.316617524785,0.0469053516725,0.714285714286,-1.60906536526,0.957606208598,0.818181818182,1.38127470986,0.0,0,1,0,1,0,0.571428571429,0.0,0.0335335510733,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.333333333333,1.29509720753,0.1740472742,0.606622409299,-1.35663055361,0.589615187707,0.211095444019,0.877574043553,0.0775220309529,0.336003505846,0.566533710357,0.312758965567,0.650555572764,2.329460783,-0.943384690885,0.87985030533,0.0680336879912,1.89412617071,0.568544175518,0.891829397789,0.21247440221,0.428571428571,0.805740085355,0.300243308135,0.636363636364,-2.84474663249,0.2,1,1,1,1,1,0.285714285714,0.0,1.84615793341,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.222222222222,0.645128070729,0.948350953087,0.518275443151,0.793324500371,0.511001298881,0.562136953476,0.512151807498,0.679783469947,0.134757621187,0.938785843069,0.552221745964,0.932192998041,0.37578640616,0.809873927125,0.425550757576,0.351404107245,0.39171661756,0.0468163202615,0.106532037942,0.115522764388,1.0,-0.804130215055,-0.0530665744647,0.454545454545,-0.249180327939,0.3,0,0,0,1,0,0.0,1.0,0.0335335510733,0.333333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whites,0.666666666667,-0.388219438955,-0.0649210209743,0.37781782403,1.14868853231,0.13117388714,0.732296626456,0.832452499283,0.643434973698,0.814784759214,0.932902041173,0.0412916130876,0.368190838972,0.103267843658,1.10720879235,0.383265889768,0.419466885179,0.158306808971,0.0832604722347,0.0588740662257,0.0217312459879,0.428571428571,0.000804935150205,0.268659292293,0.181818181818,0.14627892123,0.1,0,0,0,1,0,0.285714285714,0.0,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.777777777778,1.0548655508,0.922696604259,0.573968954169,0.0463823021543,0.806709123915,0.233594034223,0.41920331269,0.525944604929,0.708607871319,0.246000804557,0.0185740820117,0.177369495402,-0.75737406264,-0.0703164003863,-0.792447086552,0.227971339188,-0.631821191681,0.224452068568,0.713658639825,0.173225756359,0.571428571429,0.000804935150205,-0.87471387377,0.454545454545,-0.697096214238,0.1,0,1,0,1,0,1.0,0.5,0.0335335510733,0.333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.666666666667,-0.950605045367,-0.833743373722,0.301375637288,-0.796299013564,0.775053073781,0.830989073894,0.644284667303,0.000399924675037,0.321631144581,0.626154453804,0.0204314902129,0.806920334859,0.825977899037,-0.635194502406,0.768384383519,0.120652373024,0.762614182302,0.272428878969,0.49282631208,0.00182024417883,0.857142857143,0.805740085355,0.992041433541,0.909090909091,0.998992637384,0.0,0,1,1,0,1,0.142857142857,0.5,0.0335335510733,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.888888888889,1.89382827779,1.48160207161,0.688004848251,-0.136192023931,0.884827227091,0.733094131918,0.227335600108,0.721197950076,0.190542364555,0.446951100474,0.645235033576,0.50533467958,1.58274145112,0.106067478318,1.05020601792,0.201846578369,1.35055184115,0.223812921656,0.662179870884,0.327720650749,0.428571428571,-0.804130215055,0.770630648029,0.454545454545,-0.875579743041,0.0,1,1,0,1,1,0.285714285714,0.0,1.84615793341,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.222222222222,-0.346660460143,-0.44953527953,0.383466722549,-0.748728325402,0.264940326698,0.945111764098,0.293995331392,7.28946894098e-05,0.893230659523,0.199066227014,0.00200028575511,0.934928293864,-0.652932574317,-0.811185346556,-0.968105803729,0.113446349743,-0.531057644287,0.319142215124,0.294107748394,0.024073384201,0.857142857143,0.000804935150205,-1.02845290954,0.272727272727,-1.02094072615,0.0,0,1,1,1,1,0.142857142857,0.5,0.0335335510733,0.333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Whites,0.777777777778,-1.07562720901,-0.91328060799,0.28438201677,-0.877629948307,0.646154497788,0.372058646086,0.644701095982,0.0547007680383,0.554475125371,0.13068747995,0.123017573939,0.775491975508,-1.13987287467,-1.0066747806,-0.993580598626,0.112086134472,-1.01450665469,0.339599979189,0.587725186479,0.000375420244657,0.428571428571,0.805740085355,-0.697592544387,0.181818181818,0.529633627737,0.1,0,1,0,0,0,0.285714285714,0.5,0.0335335510733,0.0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.111111111111,3.93282846975,0.738641797098,0.965155670862,-1.82667694368,0.308142265573,0.932522694894,0.197939531144,0.224966426372,0.475840260029,0.945706732475,0.860837262466,0.597767598763,0.22817091585,-1.7049636048,-0.0789068117303,0.0354396644334,0.266172615269,0.413959822741,0.953175454382,0.906784549997,0.714285714286,1.61067523556,0.219536935801,0.727272727273,0.521846820518,0.0,1,1,1,0,1,0.571428571429,1.0,1.84615793341,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellows,0.333333333333,-1.68427322625,-1.56378638738,0.201651890004,1.1839040447,0.279170090278,0.719221431256,0.852334056659,0.196763418031,0.0995484987557,0.385742099929,0.795399342763,0.540213341721,-2.4358399087,0.760852936262,-1.44677910739,0.426539609002,0.014646893123,0.410685130525,0.392022756957,0.00883337704883,0.428571428571,0.805740085355,-1.17432010041,0.272727272727,1.12741333309,0.0,1,0,1,0,1,0.285714285714,0.0,1.84615793341,0.333333333333,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,1.0,0.295928006086,1.10799802446,0.470810472058,2.09869250943,0.163517181389,0.827082704014,0.383231761458,0.301969195911,0.0705614560981,0.487623301802,0.931704529218,0.167150872317,1.94323049839,2.28633915955,2.06176405925,0.630984978742,1.61708240055,0.271542315246,0.368579156681,0.0755394878349,0.857142857143,-0.804130215055,1.65302486864,0.272727272727,-0.0480260352496,0.0,0,0,0,0,0,0.142857142857,0.0,0.0335335510733,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.888888888889,1.07849576396,1.19184333143,0.577180887665,0.448372547375,0.234289322015,0.636919444447,0.360802963442,0.999184673227,0.632225560747,0.627538289199,0.24103443349,0.945507700613,-0.420441399558,0.36255656926,-0.187870521501,0.291094706337,-0.311928025127,0.130099804825,0.983520354872,0.176908852323,0.857142857143,0.805740085355,-0.166427372972,0.636363636364,0.210961218069,0.1,0,1,1,1,1,0.142857142857,0.0,0.0335335510733,0.666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.333333333333,-0.758883542751,-0.633300086835,0.327435356346,-0.0819261621315,0.29588692645,0.105883739936,0.228685279502,0.892152142124,0.930035569885,0.048566103904,0.579654236319,0.641724355276,-0.114368888617,-0.0961969652688,0.089229104226,0.209445547775,-0.0334392984155,0.177577063699,0.0655992050988,0.00614264728862,0.714285714286,3.22054553597,0.255824156018,0.545454545455,0.75820363878,0.0,0,1,1,0,1,0.571428571429,0.5,0.0335335510733,0.333333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.333333333333,1.01895949101,1.16073793549,0.569088427896,0.491580413636,0.38942704203,0.309872888141,0.424636099941,0.619579933542,0.308232075103,0.622975030758,0.887412487498,0.670139025698,0.786888109774,0.584287413803,0.789315696486,0.29833810027,0.73108390654,0.0379489125705,0.852453215081,0.167703462612,1.0,0.000804935150205,0.689741403012,0.636363636364,0.103106534604,0.0,0,1,1,1,0,0.0,1.0,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
